1691009262.624490838: Position, 0.872836, 0.0204024, 1.13957
 Orientation: 0.0456299, 0.0379513, 0.141629, -0.988139
1691009262.634520784: Position, 0.863645, 0.0192183, 1.14053
 Orientation: -0.0344714, 0.0222048, 0.132493, -0.990335
1691009262.644513087: Position, 0.855583, 0.0186989, 1.13826
 Orientation: -0.0298503, 0.0271809, 0.134728, -0.99006
1691009262.654489006: Position, 0.846693, 0.01838, 1.13659
 Orientation: -0.0500388, 0.0268382, 0.13075, -0.989788
1691009262.654532811: Position, 0.838153, 0.0180266, 1.13439
 Orientation: -0.0477055, 0.0308638, 0.137085, -0.988928
1691009262.664591905: Position, 0.829848, 0.0173119, 1.13379
 Orientation: -0.0813497, 0.0308153, 0.130576, -0.987615
1691009262.684613517: Position, 0.812253, 0.0179124, 1.12676
 Orientation: -0.0374748, 0.0475684, 0.141574, -0.988074
1691009262.694611574: Position, 0.803516, 0.017258, 1.12474
 Orientation: -0.0744504, 0.042501, 0.135706, -0.987033
1691009262.704574777: Position, 0.786977, 0.0184492, 1.11829
 Orientation: -0.0282038, 0.0624963, 0.152742, -0.985885
1691009262.714516467: Position, 0.777459, 0.0183225, 1.11721
 Orientation: -0.0830771, 0.0511241, 0.144636, -0.984665
1691009262.724587252: Position, 0.768947, 0.0180782, 1.11352
 Orientation: -0.0697818, 0.0600987, 0.149108, -0.984523
1691009262.734498518: Position, 0.761169, 0.0191877, 1.10765
 Orientation: 0.0224417, 0.0867596, 0.166254, -0.982002
1691009262.744630764: Position, 0.752028, 0.019786, 1.10365
 Orientation: 0.020271, 0.0889295, 0.168455, -0.98148
1691009262.754606113: Position, 0.743079, 0.0237487, 1.10177
 Orientation: 0.0207465, 0.100259, 0.152931, -0.982919
1691009262.754661632: Position, 0.733594, 0.0241285, 1.09871
 Orientation: 0.022216, 0.103255, 0.155354, -0.982197
1691009262.764561219: Position, 0.725262, 0.0196467, 1.09292
 Orientation: 0.0151735, 0.0982162, 0.173306, -0.979841
1691009262.774508461: Position, 0.715832, 0.0184071, 1.09206
 Orientation: -0.0664102, 0.0876907, 0.158732, -0.981175
1691009262.794603123: Position, 0.696815, 0.0183182, 1.08609
 Orientation: -0.137821, 0.0741406, 0.145053, -0.976969
